"flight_no","day_of_week","fare_conditions","max_price","min_price","avg_price"
"PG0189","Sunday   ","Economy",22400.0,20300.0,20477.29
"PG0189","Tuesday  ","Economy",22400.0,20300.0,20477.29
"PG0189","Friday   ","Economy",22400.0,20300.0,20477.29
"PG0189","Saturday ","Economy",22400.0,20300.0,20477.29
"PG0189","Monday   ","Economy",22400.0,20300.0,20477.29
"PG0189","Wednesday","Economy",22400.0,20300.0,20477.29
"PG0189","Thursday ","Economy",22400.0,20300.0,20477.29
"PG0196","Sunday   ","Business",33000.0,33000.0,33000.0
"PG0196","Friday   ","Business",33000.0,33000.0,33000.0
"PG0196","Thursday ","Business",33000.0,33000.0,33000.0
"PG0196","Wednesday","Business",33000.0,33000.0,33000.0
"PG0196","Monday   ","Business",33000.0,33000.0,33000.0
"PG0196","Tuesday  ","Business",33000.0,33000.0,33000.0
"PG0196","Saturday ","Business",33000.0,33000.0,33000.0
"PG0196","Sunday   ","Economy",12100.0,11000.0,11064.44
"PG0196","Wednesday","Economy",12100.0,11000.0,11064.44
"PG0196","Thursday ","Economy",12100.0,11000.0,11064.44
"PG0196","Monday   ","Economy",12100.0,11000.0,11064.44
"PG0196","Saturday ","Economy",12100.0,11000.0,11064.44
"PG0196","Friday   ","Economy",12100.0,11000.0,11064.44
"PG0196","Tuesday  ","Economy",12100.0,11000.0,11064.44
"PG0197","Saturday ","Business",33000.0,33000.0,33000.0
"PG0197","Friday   ","Business",33000.0,33000.0,33000.0
"PG0197","Sunday   ","Business",33000.0,33000.0,33000.0
"PG0197","Monday   ","Business",33000.0,33000.0,33000.0
"PG0197","Thursday ","Business",33000.0,33000.0,33000.0
"PG0197","Wednesday","Business",33000.0,33000.0,33000.0
"PG0197","Tuesday  ","Business",33000.0,33000.0,33000.0
"PG0197","Monday   ","Economy",12100.0,11000.0,11062.58
"PG0197","Saturday ","Economy",12100.0,11000.0,11062.58
"PG0197","Wednesday","Economy",12100.0,11000.0,11062.58
"PG0197","Sunday   ","Economy",12100.0,11000.0,11062.58
"PG0197","Tuesday  ","Economy",12100.0,11000.0,11062.58
"PG0197","Thursday ","Economy",12100.0,11000.0,11062.58
"PG0197","Friday   ","Economy",12100.0,11000.0,11062.58
"PG0198","Friday   ","Business",132900.0,132900.0,132900.0
"PG0198","Monday   ","Business",132900.0,132900.0,132900.0
"PG0198","Tuesday  ","Business",132900.0,132900.0,132900.0
"PG0198","Wednesday","Business",132900.0,132900.0,132900.0
"PG0198","Thursday ","Business",132900.0,132900.0,132900.0
"PG0198","Sunday   ","Business",132900.0,132900.0,132900.0
"PG0198","Saturday ","Business",132900.0,132900.0,132900.0
"PG0198","Saturday ","Economy",48700.0,44300.0,44675.24
"PG0198","Tuesday  ","Economy",48700.0,44300.0,44675.24
"PG0198","Sunday   ","Economy",48700.0,44300.0,44675.24
"PG0198","Friday   ","Economy",48700.0,44300.0,44675.24
"PG0198","Thursday ","Economy",48700.0,44300.0,44675.24
"PG0198","Monday   ","Economy",48700.0,44300.0,44675.24
"PG0198","Wednesday","Economy",48700.0,44300.0,44675.24
"PG0199","Sunday   ","Business",132900.0,132900.0,132900.0
"PG0199","Friday   ","Business",132900.0,132900.0,132900.0
"PG0199","Saturday ","Business",132900.0,132900.0,132900.0
"PG0199","Thursday ","Business",132900.0,132900.0,132900.0
"PG0199","Tuesday  ","Business",132900.0,132900.0,132900.0
"PG0199","Monday   ","Business",132900.0,132900.0,132900.0
"PG0199","Wednesday","Business",132900.0,132900.0,132900.0
"PG0199","Tuesday  ","Economy",48700.0,44300.0,44673.59
"PG0199","Thursday ","Economy",48700.0,44300.0,44673.59
"PG0199","Saturday ","Economy",48700.0,44300.0,44673.59
"PG0199","Friday   ","Economy",48700.0,44300.0,44673.59
"PG0199","Monday   ","Economy",48700.0,44300.0,44673.59
"PG0199","Sunday   ","Economy",48700.0,44300.0,44673.59
"PG0199","Wednesday","Economy",48700.0,44300.0,44673.59
"PG0200","Saturday ","Business",193100.0,193100.0,193100.0
"PG0200","Tuesday  ","Business",193100.0,193100.0,193100.0
"PG0200","Wednesday","Business",193100.0,193100.0,193100.0
"PG0200","Sunday   ","Business",193100.0,193100.0,193100.0
"PG0200","Friday   ","Business",193100.0,193100.0,193100.0
"PG0200","Thursday ","Business",193100.0,193100.0,193100.0
"PG0200","Monday   ","Business",193100.0,193100.0,193100.0
"PG0200","Saturday ","Economy",70800.0,64400.0,64661.46
"PG0200","Sunday   ","Economy",70800.0,64400.0,64661.46
"PG0200","Thursday ","Economy",70800.0,64400.0,64661.46
"PG0200","Tuesday  ","Economy",70800.0,64400.0,64661.46
"PG0200","Friday   ","Economy",70800.0,64400.0,64661.46
"PG0200","Wednesday","Economy",70800.0,64400.0,64661.46
"PG0200","Monday   ","Economy",70800.0,64400.0,64661.46
"PG0201","Saturday ","Business",193100.0,193100.0,193100.0
"PG0201","Tuesday  ","Business",193100.0,193100.0,193100.0
"PG0201","Thursday ","Business",193100.0,193100.0,193100.0
"PG0201","Friday   ","Business",193100.0,193100.0,193100.0
"PG0201","Wednesday","Business",193100.0,193100.0,193100.0
"PG0201","Sunday   ","Business",193100.0,193100.0,193100.0
"PG0201","Monday   ","Business",193100.0,193100.0,193100.0
"PG0201","Saturday ","Economy",70800.0,64400.0,64651.33
"PG0201","Tuesday  ","Economy",70800.0,64400.0,64651.33
"PG0201","Wednesday","Economy",70800.0,64400.0,64651.33
"PG0201","Sunday   ","Economy",70800.0,64400.0,64651.33
"PG0201","Friday   ","Economy",70800.0,64400.0,64651.33
"PG0201","Thursday ","Economy",70800.0,64400.0,64651.33
"PG0201","Monday   ","Economy",70800.0,64400.0,64651.33
"PG0202","Tuesday  ","Business",21500.0,21500.0,21500.0
"PG0202","Wednesday","Business",21500.0,21500.0,21500.0
"PG0202","Saturday ","Business",21500.0,21500.0,21500.0
"PG0202","Friday   ","Business",21500.0,21500.0,21500.0
"PG0202","Monday   ","Business",21500.0,21500.0,21500.0
"PG0202","Thursday ","Business",21500.0,21500.0,21500.0
"PG0202","Sunday   ","Business",21500.0,21500.0,21500.0
"PG0202","Thursday ","Economy",7900.0,7200.0,7257.74
"PG0202","Friday   ","Economy",7900.0,7200.0,7257.74
"PG0202","Saturday ","Economy",7900.0,7200.0,7257.74
"PG0202","Sunday   ","Economy",7900.0,7200.0,7257.74
"PG0202","Wednesday","Economy",7900.0,7200.0,7257.74
"PG0202","Monday   ","Economy",7900.0,7200.0,7257.74
"PG0202","Tuesday  ","Economy",7900.0,7200.0,7257.74
"PG0203","Monday   ","Business",21500.0,21500.0,21500.0
"PG0203","Tuesday  ","Business",21500.0,21500.0,21500.0
"PG0203","Friday   ","Business",21500.0,21500.0,21500.0
"PG0203","Sunday   ","Business",21500.0,21500.0,21500.0
"PG0203","Thursday ","Business",21500.0,21500.0,21500.0
"PG0203","Wednesday","Business",21500.0,21500.0,21500.0
"PG0203","Saturday ","Business",21500.0,21500.0,21500.0
"PG0203","Wednesday","Economy",7900.0,7200.0,7259.76
"PG0203","Monday   ","Economy",7900.0,7200.0,7259.76
"PG0203","Friday   ","Economy",7900.0,7200.0,7259.76
"PG0203","Sunday   ","Economy",7900.0,7200.0,7259.76
"PG0203","Tuesday  ","Economy",7900.0,7200.0,7259.76
"PG0203","Thursday ","Economy",7900.0,7200.0,7259.76
"PG0203","Saturday ","Economy",7900.0,7200.0,7259.76
"PG0204","Friday   ","Economy",6300.0,6300.0,6300.0
"PG0204","Saturday ","Economy",6300.0,6300.0,6300.0
"PG0204","Monday   ","Economy",6300.0,6300.0,6300.0
"PG0204","Tuesday  ","Economy",6300.0,6300.0,6300.0
"PG0204","Sunday   ","Economy",6300.0,6300.0,6300.0
"PG0204","Thursday ","Economy",6300.0,6300.0,6300.0
"PG0204","Wednesday","Economy",6300.0,6300.0,6300.0
"PG0207","Saturday ","Economy",6300.0,6300.0,6300.0
"PG0207","Monday   ","Economy",6300.0,6300.0,6300.0
"PG0207","Wednesday","Economy",6300.0,6300.0,6300.0
"PG0207","Friday   ","Economy",6300.0,6300.0,6300.0
"PG0207","Tuesday  ","Economy",6300.0,6300.0,6300.0
"PG0207","Sunday   ","Economy",6300.0,6300.0,6300.0
"PG0207","Thursday ","Economy",6300.0,6300.0,6300.0
"PG0208","Sunday   ","Business",184500.0,184500.0,184500.0
"PG0208","Thursday ","Business",184500.0,184500.0,184500.0
"PG0208","Tuesday  ","Business",184500.0,184500.0,184500.0
"PG0208","Friday   ","Business",184500.0,184500.0,184500.0
"PG0208","Saturday ","Business",184500.0,184500.0,184500.0
"PG0208","Wednesday","Business",184500.0,184500.0,184500.0
"PG0208","Monday   ","Business",184500.0,184500.0,184500.0
"PG0208","Thursday ","Economy",67700.0,61500.0,61755.06
"PG0208","Monday   ","Economy",67700.0,61500.0,61755.06
"PG0208","Saturday ","Economy",67700.0,61500.0,61755.06
"PG0208","Sunday   ","Economy",67700.0,61500.0,61755.06
"PG0208","Friday   ","Economy",67700.0,61500.0,61755.06
"PG0208","Tuesday  ","Economy",67700.0,61500.0,61755.06
"PG0208","Wednesday","Economy",67700.0,61500.0,61755.06
"PG0209","Sunday   ","Business",184500.0,184500.0,184500.0
"PG0209","Wednesday","Business",184500.0,184500.0,184500.0
"PG0209","Friday   ","Business",184500.0,184500.0,184500.0
"PG0209","Saturday ","Business",184500.0,184500.0,184500.0
"PG0209","Tuesday  ","Business",184500.0,184500.0,184500.0
"PG0209","Monday   ","Business",184500.0,184500.0,184500.0
"PG0209","Thursday ","Business",184500.0,184500.0,184500.0
"PG0209","Wednesday","Economy",67700.0,61500.0,61755.65
"PG0209","Monday   ","Economy",67700.0,61500.0,61755.65
"PG0209","Saturday ","Economy",67700.0,61500.0,61755.65
"PG0209","Tuesday  ","Economy",67700.0,61500.0,61755.65
"PG0209","Friday   ","Economy",67700.0,61500.0,61755.65
"PG0209","Thursday ","Economy",67700.0,61500.0,61755.65
"PG0209","Sunday   ","Economy",67700.0,61500.0,61755.65
"PG0210","Friday   ","Business",38900.0,38900.0,38900.0
"PG0210","Saturday ","Business",38900.0,38900.0,38900.0
"PG0210","Sunday   ","Business",38900.0,38900.0,38900.0
"PG0210","Monday   ","Business",38900.0,38900.0,38900.0
"PG0210","Tuesday  ","Business",38900.0,38900.0,38900.0
"PG0210","Wednesday","Business",38900.0,38900.0,38900.0
"PG0210","Thursday ","Business",38900.0,38900.0,38900.0
"PG0210","Monday   ","Economy",14300.0,13000.0,13066.84
"PG0210","Saturday ","Economy",14300.0,13000.0,13066.84
"PG0210","Wednesday","Economy",14300.0,13000.0,13066.84
"PG0210","Friday   ","Economy",14300.0,13000.0,13066.84
"PG0210","Tuesday  ","Economy",14300.0,13000.0,13066.84
"PG0210","Sunday   ","Economy",14300.0,13000.0,13066.84
"PG0210","Thursday ","Economy",14300.0,13000.0,13066.84
"PG0211","Saturday ","Business",38900.0,38900.0,38900.0
"PG0211","Wednesday","Business",38900.0,38900.0,38900.0
"PG0211","Thursday ","Business",38900.0,38900.0,38900.0
"PG0211","Tuesday  ","Business",38900.0,38900.0,38900.0
"PG0211","Sunday   ","Business",38900.0,38900.0,38900.0
"PG0211","Monday   ","Business",38900.0,38900.0,38900.0
"PG0211","Friday   ","Business",38900.0,38900.0,38900.0
"PG0211","Saturday ","Economy",14300.0,13000.0,13066.39
"PG0211","Sunday   ","Economy",14300.0,13000.0,13066.39
"PG0211","Thursday ","Economy",14300.0,13000.0,13066.39
"PG0211","Friday   ","Economy",14300.0,13000.0,13066.39
"PG0211","Tuesday  ","Economy",14300.0,13000.0,13066.39
"PG0211","Wednesday","Economy",14300.0,13000.0,13066.39
"PG0211","Monday   ","Economy",14300.0,13000.0,13066.39
"PG0212","Wednesday","Business",27500.0,27500.0,27500.0
"PG0212","Friday   ","Business",27500.0,27500.0,27500.0
"PG0212","Tuesday  ","Business",27500.0,27500.0,27500.0
"PG0212","Saturday ","Business",27500.0,27500.0,27500.0
"PG0212","Sunday   ","Business",27500.0,27500.0,27500.0
"PG0212","Monday   ","Business",27500.0,27500.0,27500.0
"PG0212","Thursday ","Business",27500.0,27500.0,27500.0
"PG0212","Saturday ","Economy",10100.0,9200.0,9279.13
"PG0212","Friday   ","Economy",10100.0,9200.0,9279.13
"PG0212","Wednesday","Economy",10100.0,9200.0,9279.13
"PG0212","Monday   ","Economy",10100.0,9200.0,9279.13
"PG0212","Tuesday  ","Economy",10100.0,9200.0,9279.13
"PG0212","Thursday ","Economy",10100.0,9200.0,9279.13
"PG0212","Sunday   ","Economy",10100.0,9200.0,9279.13
"PG0214","Sunday   ","Business",27500.0,27500.0,27500.0
"PG0214","Thursday ","Business",27500.0,27500.0,27500.0
"PG0214","Saturday ","Business",27500.0,27500.0,27500.0
"PG0214","Wednesday","Business",27500.0,27500.0,27500.0
"PG0214","Tuesday  ","Business",27500.0,27500.0,27500.0
"PG0214","Friday   ","Business",27500.0,27500.0,27500.0
"PG0214","Monday   ","Business",27500.0,27500.0,27500.0
"PG0214","Tuesday  ","Economy",10100.0,9200.0,9291.18
"PG0214","Wednesday","Economy",10100.0,9200.0,9291.18
"PG0214","Saturday ","Economy",10100.0,9200.0,9291.18
"PG0214","Monday   ","Economy",10100.0,9200.0,9291.18
"PG0214","Friday   ","Economy",10100.0,9200.0,9291.18
"PG0214","Sunday   ","Economy",10100.0,9200.0,9291.18
"PG0214","Thursday ","Economy",10100.0,9200.0,9291.18
"PG0215","Wednesday","Business",27500.0,27500.0,27500.0
"PG0215","Monday   ","Business",27500.0,27500.0,27500.0
"PG0215","Thursday ","Business",27500.0,27500.0,27500.0
"PG0215","Saturday ","Business",27500.0,27500.0,27500.0
"PG0215","Friday   ","Business",27500.0,27500.0,27500.0
"PG0215","Tuesday  ","Business",27500.0,27500.0,27500.0
"PG0215","Sunday   ","Business",27500.0,27500.0,27500.0
"PG0215","Saturday ","Economy",10100.0,9200.0,9271.67
"PG0215","Wednesday","Economy",10100.0,9200.0,9271.67
"PG0215","Sunday   ","Economy",10100.0,9200.0,9271.67
"PG0215","Tuesday  ","Economy",10100.0,9200.0,9271.67
"PG0215","Thursday ","Economy",10100.0,9200.0,9271.67
"PG0215","Monday   ","Economy",10100.0,9200.0,9271.67
"PG0215","Friday   ","Economy",10100.0,9200.0,9271.67
"PG0216","Friday   ","Business",24500.0,24500.0,24500.0
"PG0216","Sunday   ","Business",24500.0,24500.0,24500.0
"PG0216","Monday   ","Business",24500.0,24500.0,24500.0
"PG0216","Tuesday  ","Business",24500.0,24500.0,24500.0
"PG0216","Thursday ","Business",24500.0,24500.0,24500.0
"PG0216","Wednesday","Business",24500.0,24500.0,24500.0
"PG0216","Saturday ","Business",24500.0,24500.0,24500.0
"PG0216","Thursday ","Economy",9000.0,8200.0,8236.1
"PG0216","Friday   ","Economy",9000.0,8200.0,8236.1
"PG0216","Monday   ","Economy",9000.0,8200.0,8236.1
"PG0216","Tuesday  ","Economy",9000.0,8200.0,8236.1
"PG0216","Sunday   ","Economy",9000.0,8200.0,8236.1
"PG0216","Wednesday","Economy",9000.0,8200.0,8236.1
"PG0216","Saturday ","Economy",9000.0,8200.0,8236.1
"PG0217","Monday   ","Business",24500.0,24500.0,24500.0
"PG0217","Thursday ","Business",24500.0,24500.0,24500.0
"PG0217","Wednesday","Business",24500.0,24500.0,24500.0
"PG0217","Sunday   ","Business",24500.0,24500.0,24500.0
"PG0217","Tuesday  ","Business",24500.0,24500.0,24500.0
"PG0217","Friday   ","Business",24500.0,24500.0,24500.0
"PG0217","Saturday ","Business",24500.0,24500.0,24500.0
"PG0217","Tuesday  ","Economy",9000.0,8200.0,8234.18
"PG0217","Saturday ","Economy",9000.0,8200.0,8234.18
"PG0217","Sunday   ","Economy",9000.0,8200.0,8234.18
"PG0217","Thursday ","Economy",9000.0,8200.0,8234.18
"PG0217","Friday   ","Economy",9000.0,8200.0,8234.18
"PG0217","Wednesday","Economy",9000.0,8200.0,8234.18
"PG0217","Monday   ","Economy",9000.0,8200.0,8234.18
"PG0218","Wednesday","Business",111600.0,111600.0,111600.0
"PG0218","Sunday   ","Business",111600.0,111600.0,111600.0
"PG0218","Wednesday","Economy",40900.0,37200.0,37364.73
"PG0218","Sunday   ","Economy",40900.0,37200.0,37364.73
"PG0219","Sunday   ","Business",111600.0,111600.0,111600.0
"PG0219","Wednesday","Business",111600.0,111600.0,111600.0
"PG0219","Sunday   ","Economy",40900.0,37200.0,37357.19
"PG0219","Wednesday","Economy",40900.0,37200.0,37357.19
"PG0220","Sunday   ","Business",34700.0,34700.0,34700.0
"PG0220","Thursday ","Business",34700.0,34700.0,34700.0
"PG0220","Friday   ","Business",34700.0,34700.0,34700.0
"PG0220","Tuesday  ","Business",34700.0,34700.0,34700.0
"PG0220","Saturday ","Business",34700.0,34700.0,34700.0
"PG0220","Monday   ","Business",34700.0,34700.0,34700.0
"PG0220","Wednesday","Business",34700.0,34700.0,34700.0
"PG0220","Tuesday  ","Economy",12700.0,11600.0,11648.34
"PG0220","Monday   ","Economy",12700.0,11600.0,11648.34
"PG0220","Wednesday","Economy",12700.0,11600.0,11648.34
"PG0220","Thursday ","Economy",12700.0,11600.0,11648.34
"PG0220","Saturday ","Economy",12700.0,11600.0,11648.34
"PG0220","Friday   ","Economy",12700.0,11600.0,11648.34
"PG0220","Sunday   ","Economy",12700.0,11600.0,11648.34
"PG0221","Thursday ","Business",34700.0,34700.0,34700.0
"PG0221","Tuesday  ","Business",34700.0,34700.0,34700.0
"PG0221","Monday   ","Business",34700.0,34700.0,34700.0
"PG0221","Sunday   ","Business",34700.0,34700.0,34700.0
"PG0221","Wednesday","Business",34700.0,34700.0,34700.0
"PG0221","Saturday ","Business",34700.0,34700.0,34700.0
"PG0221","Friday   ","Business",34700.0,34700.0,34700.0
"PG0221","Saturday ","Economy",12700.0,11600.0,11647.04
"PG0221","Monday   ","Economy",12700.0,11600.0,11647.04
"PG0221","Friday   ","Economy",12700.0,11600.0,11647.04
"PG0221","Tuesday  ","Economy",12700.0,11600.0,11647.04
"PG0221","Thursday ","Economy",12700.0,11600.0,11647.04
"PG0221","Wednesday","Economy",12700.0,11600.0,11647.04
"PG0221","Sunday   ","Economy",12700.0,11600.0,11647.04
"PG0222","Sunday   ","Business",83700.0,83700.0,83700.0
"PG0222","Friday   ","Business",83700.0,83700.0,83700.0
"PG0222","Tuesday  ","Business",83700.0,83700.0,83700.0
"PG0222","Thursday ","Business",83700.0,83700.0,83700.0
"PG0222","Wednesday","Business",83700.0,83700.0,83700.0
"PG0222","Saturday ","Business",83700.0,83700.0,83700.0
"PG0222","Monday   ","Business",83700.0,83700.0,83700.0
"PG0222","Sunday   ","Comfort",47400.0,47400.0,47400.0
"PG0222","Friday   ","Comfort",47400.0,47400.0,47400.0
"PG0222","Monday   ","Comfort",47400.0,47400.0,47400.0
"PG0222","Wednesday","Comfort",47400.0,47400.0,47400.0
"PG0222","Tuesday  ","Comfort",47400.0,47400.0,47400.0
"PG0222","Saturday ","Comfort",47400.0,47400.0,47400.0
"PG0222","Thursday ","Comfort",47400.0,47400.0,47400.0
"PG0222","Monday   ","Economy",30700.0,27900.0,28002.47
"PG0222","Thursday ","Economy",30700.0,27900.0,28002.47
"PG0222","Wednesday","Economy",30700.0,27900.0,28002.47
"PG0222","Friday   ","Economy",30700.0,27900.0,28002.47
"PG0222","Tuesday  ","Economy",30700.0,27900.0,28002.47
"PG0222","Saturday ","Economy",30700.0,27900.0,28002.47
"PG0222","Sunday   ","Economy",30700.0,27900.0,28002.47
"PG0223","Monday   ","Business",83700.0,83700.0,83700.0
"PG0223","Wednesday","Business",83700.0,83700.0,83700.0
"PG0223","Tuesday  ","Business",83700.0,83700.0,83700.0
"PG0223","Sunday   ","Business",83700.0,83700.0,83700.0
"PG0223","Friday   ","Business",83700.0,83700.0,83700.0
"PG0223","Saturday ","Business",83700.0,83700.0,83700.0
"PG0223","Thursday ","Business",83700.0,83700.0,83700.0
"PG0223","Tuesday  ","Comfort",47400.0,47400.0,47400.0
"PG0223","Monday   ","Comfort",47400.0,47400.0,47400.0
"PG0223","Thursday ","Comfort",47400.0,47400.0,47400.0
"PG0223","Friday   ","Comfort",47400.0,47400.0,47400.0
"PG0223","Sunday   ","Comfort",47400.0,47400.0,47400.0
"PG0223","Saturday ","Comfort",47400.0,47400.0,47400.0
"PG0223","Wednesday","Comfort",47400.0,47400.0,47400.0
"PG0223","Saturday ","Economy",30700.0,27900.0,28004.16
"PG0223","Monday   ","Economy",30700.0,27900.0,28004.16
"PG0223","Friday   ","Economy",30700.0,27900.0,28004.16
"PG0223","Tuesday  ","Economy",30700.0,27900.0,28004.16
"PG0223","Wednesday","Economy",30700.0,27900.0,28004.16
"PG0223","Thursday ","Economy",30700.0,27900.0,28004.16
"PG0223","Sunday   ","Economy",30700.0,27900.0,28004.16
"PG0224","Wednesday","Business",42100.0,42100.0,42100.0
"PG0224","Thursday ","Business",42100.0,42100.0,42100.0
"PG0224","Tuesday  ","Business",42100.0,42100.0,42100.0
"PG0224","Saturday ","Business",42100.0,42100.0,42100.0
"PG0224","Monday   ","Business",42100.0,42100.0,42100.0
"PG0224","Friday   ","Business",42100.0,42100.0,42100.0
"PG0224","Sunday   ","Business",42100.0,42100.0,42100.0
"PG0224","Wednesday","Comfort",23900.0,23900.0,23900.0
"PG0224","Monday   ","Comfort",23900.0,23900.0,23900.0
"PG0224","Friday   ","Comfort",23900.0,23900.0,23900.0
"PG0224","Thursday ","Comfort",23900.0,23900.0,23900.0
"PG0224","Sunday   ","Comfort",23900.0,23900.0,23900.0
"PG0224","Saturday ","Comfort",23900.0,23900.0,23900.0
"PG0224","Tuesday  ","Comfort",23900.0,23900.0,23900.0
"PG0224","Sunday   ","Economy",15400.0,14000.0,14053.08
"PG0224","Monday   ","Economy",15400.0,14000.0,14053.08
"PG0224","Friday   ","Economy",15400.0,14000.0,14053.08
"PG0224","Wednesday","Economy",15400.0,14000.0,14053.08
"PG0224","Tuesday  ","Economy",15400.0,14000.0,14053.08
"PG0224","Saturday ","Economy",15400.0,14000.0,14053.08
"PG0224","Thursday ","Economy",15400.0,14000.0,14053.08
"PG0225","Sunday   ","Business",43100.0,43100.0,43100.0
"PG0225","Friday   ","Business",43100.0,43100.0,43100.0
"PG0225","Monday   ","Business",43100.0,43100.0,43100.0
"PG0225","Thursday ","Business",43100.0,43100.0,43100.0
"PG0225","Saturday ","Business",43100.0,43100.0,43100.0
"PG0225","Tuesday  ","Business",43100.0,43100.0,43100.0
"PG0225","Wednesday","Business",43100.0,43100.0,43100.0
"PG0225","Saturday ","Comfort",24400.0,24400.0,24400.0
"PG0225","Wednesday","Comfort",24400.0,24400.0,24400.0
"PG0225","Monday   ","Comfort",24400.0,24400.0,24400.0
"PG0225","Sunday   ","Comfort",24400.0,24400.0,24400.0
"PG0225","Friday   ","Comfort",24400.0,24400.0,24400.0
"PG0225","Tuesday  ","Comfort",24400.0,24400.0,24400.0
"PG0225","Thursday ","Comfort",24400.0,24400.0,24400.0
"PG0225","Sunday   ","Economy",15800.0,14400.0,14448.56
"PG0225","Thursday ","Economy",15800.0,14400.0,14448.56
"PG0225","Tuesday  ","Economy",15800.0,14400.0,14448.56
"PG0225","Wednesday","Economy",15800.0,14400.0,14448.56
"PG0225","Monday   ","Economy",15800.0,14400.0,14448.56
"PG0225","Saturday ","Economy",15800.0,14400.0,14448.56
"PG0225","Friday   ","Economy",15800.0,14400.0,14448.56
"PG0226","Tuesday  ","Business",43100.0,43100.0,43100.0
"PG0226","Friday   ","Business",43100.0,43100.0,43100.0
"PG0226","Monday   ","Business",43100.0,43100.0,43100.0
"PG0226","Wednesday","Business",43100.0,43100.0,43100.0
"PG0226","Sunday   ","Business",43100.0,43100.0,43100.0
"PG0226","Thursday ","Business",43100.0,43100.0,43100.0
"PG0226","Saturday ","Business",43100.0,43100.0,43100.0
"PG0226","Saturday ","Comfort",24400.0,24400.0,24400.0
"PG0226","Sunday   ","Comfort",24400.0,24400.0,24400.0
"PG0226","Monday   ","Comfort",24400.0,24400.0,24400.0
"PG0226","Wednesday","Comfort",24400.0,24400.0,24400.0
"PG0226","Friday   ","Comfort",24400.0,24400.0,24400.0
"PG0226","Thursday ","Comfort",24400.0,24400.0,24400.0
"PG0226","Tuesday  ","Comfort",24400.0,24400.0,24400.0
"PG0226","Wednesday","Economy",15800.0,14400.0,14452.3
"PG0226","Friday   ","Economy",15800.0,14400.0,14452.3
"PG0226","Saturday ","Economy",15800.0,14400.0,14452.3
"PG0226","Tuesday  ","Economy",15800.0,14400.0,14452.3
"PG0226","Sunday   ","Economy",15800.0,14400.0,14452.3
"PG0226","Monday   ","Economy",15800.0,14400.0,14452.3
"PG0226","Thursday ","Economy",15800.0,14400.0,14452.3
"PG0227","Sunday   ","Business",18800.0,18800.0,18800.0
"PG0227","Monday   ","Business",18800.0,18800.0,18800.0
"PG0227","Saturday ","Business",18800.0,18800.0,18800.0
"PG0227","Wednesday","Business",18800.0,18800.0,18800.0
"PG0227","Thursday ","Business",18800.0,18800.0,18800.0
"PG0227","Tuesday  ","Business",18800.0,18800.0,18800.0
"PG0227","Friday   ","Business",18800.0,18800.0,18800.0
"PG0227","Saturday ","Economy",6900.0,6300.0,6350.41
"PG0227","Wednesday","Economy",6900.0,6300.0,6350.41
"PG0227","Friday   ","Economy",6900.0,6300.0,6350.41
"PG0227","Tuesday  ","Economy",6900.0,6300.0,6350.41
"PG0227","Sunday   ","Economy",6900.0,6300.0,6350.41
"PG0227","Monday   ","Economy",6900.0,6300.0,6350.41
"PG0227","Thursday ","Economy",6900.0,6300.0,6350.41
"PG0228","Monday   ","Business",18800.0,18800.0,18800.0
"PG0228","Saturday ","Business",18800.0,18800.0,18800.0
"PG0228","Thursday ","Business",18800.0,18800.0,18800.0
"PG0228","Tuesday  ","Business",18800.0,18800.0,18800.0
"PG0228","Sunday   ","Business",18800.0,18800.0,18800.0
"PG0228","Friday   ","Business",18800.0,18800.0,18800.0
"PG0228","Wednesday","Business",18800.0,18800.0,18800.0
"PG0228","Sunday   ","Economy",6900.0,6300.0,6347.24
"PG0228","Thursday ","Economy",6900.0,6300.0,6347.24
"PG0228","Friday   ","Economy",6900.0,6300.0,6347.24
"PG0228","Monday   ","Economy",6900.0,6300.0,6347.24
"PG0228","Saturday ","Economy",6900.0,6300.0,6347.24
"PG0228","Tuesday  ","Economy",6900.0,6300.0,6347.24
"PG0228","Wednesday","Economy",6900.0,6300.0,6347.24
"PG0230","Thursday ","Business",18800.0,18800.0,18800.0
"PG0230","Monday   ","Business",18800.0,18800.0,18800.0
"PG0230","Wednesday","Business",18800.0,18800.0,18800.0
"PG0230","Friday   ","Business",18800.0,18800.0,18800.0
"PG0230","Sunday   ","Business",18800.0,18800.0,18800.0
"PG0230","Saturday ","Business",18800.0,18800.0,18800.0
"PG0230","Tuesday  ","Business",18800.0,18800.0,18800.0
"PG0230","Friday   ","Economy",6900.0,6300.0,6348.85
"PG0230","Saturday ","Economy",6900.0,6300.0,6348.85
"PG0230","Wednesday","Economy",6900.0,6300.0,6348.85
"PG0230","Monday   ","Economy",6900.0,6300.0,6348.85
"PG0230","Sunday   ","Economy",6900.0,6300.0,6348.85
"PG0230","Thursday ","Economy",6900.0,6300.0,6348.85
"PG0230","Tuesday  ","Economy",6900.0,6300.0,6348.85
"PG0231","Wednesday","Business",18800.0,18800.0,18800.0
"PG0231","Thursday ","Business",18800.0,18800.0,18800.0
"PG0231","Sunday   ","Business",18800.0,18800.0,18800.0
"PG0231","Friday   ","Business",18800.0,18800.0,18800.0
"PG0231","Monday   ","Business",18800.0,18800.0,18800.0
"PG0231","Tuesday  ","Business",18800.0,18800.0,18800.0
"PG0231","Saturday ","Business",18800.0,18800.0,18800.0
